Strain : Axial Gauge Length (Strain Source),2,in,
Strain : Time at Removal (Strain Source),,ms,
,,,
Time,Extension,Load,Strain 1
(sec),(in),(lbf),(%)
131.90002,0.21984,"10,101.69",6.39009
132,0.22,"10,100.77",6.3982
132.1,0.22016,"10,100.52",6.40578
132.20002,0.22033,"10,101.03",6.41358
132.3,0.2205,"10,101.11",6.42147
132.40002,0.22067,"10,102.19",6.42941
132.5,0.22084,"10,101.76",6.43728
132.6,0.221,"10,101.02",6.44507
132.70002,0.22116,"10,101.34",6.45291
132.8,0.22133,"10,101.09",6.46077
132.90002,0.2215,"10,101.75",6.46849
133,0.22167,"10,101.72",6.47644
133.1,0.22183,"10,101.43",6.48438
133.20002,0.222,"10,101.48",6.49213
133.3,0.22216,"10,100.68",6.5
133.40002,0.22233,"10,101.86",6.50782
133.5,0.2225,"10,102.04",6.51584
133.6,0.22267,"10,102.12",6.52371
133.70002,0.22283,"10,102.10",6.53155
133.8,0.223,"10,101.81",6.53944
133.90002,0.22317,"10,102.19",6.54736
134,0.22333,"10,101.79",6.55525
134.1,0.2235,"10,102.19",6.56322
134.20002,0.22367,"10,102.45",6.57104
134.3,0.22383,"10,101.21",6.57895
134.40002,0.224,"10,102.13",6.5869
134.5,0.22416,"10,101.34",6.59463
134.6,0.22433,"10,101.74",6.60251
134.70002,0.2245,"10,102.57",6.61063
134.8,0.22466,"10,102.26",6.61852
134.90002,0.22483,"10,102.13",6.62639
135,0.22499,"10,101.53",6.63412
135.1,0.22517,"10,102.22",6.64227
135.20002,0.22533,"10,102.51",6.6503
135.3,0.2255,"10,102.37",6.65808
135.40002,0.22567,"10,102.27",6.66612
135.5,0.22583,"10,101.19",6.67392
135.6,0.226,"10,101.40",6.68179
135.70002,0.22616,"10,101.43",6.68952
135.8,0.22633,"10,101.48",6.69747
135.90002,0.2265,"10,102.15",6.70557
136,0.22666,"10,101.17",6.71315
136.1,0.22683,"10,101.78",6.72106
136.20002,0.227,"10,101.37",6.72909
136.3,0.22716,"10,101.84",6.73715
136.40002,0.22734,"10,102.93",6.7452
136.5,0.2275,"10,101.80",6.75308
136.6,0.22767,"10,102.11",6.76121
136.70002,0.22783,"10,101.39",6.7688
136.8,0.228,"10,101.05",6.77661
136.90002,0.22817,"10,101.77",6.78452
137,0.22833,"10,101.67",6.79261
137.1,0.2285,"10,101.51",6.80034
137.20002,0.22866,"10,101.10",6.8083
137.3,0.22883,"10,100.89",6.81625
137.40002,0.229,"10,101.64",6.82427
137.5,0.22917,"10,101.66",6.83223
137.6,0.22934,"10,101.88",6.8401
137.70002,0.2295,"10,101.12",6.84811
137.8,0.22966,"10,100.65",6.85599
137.90002,0.22983,"10,101.03",6.86388
138,0.23,"10,101.02",6.87174
138.1,0.23017,"10,101.67",6.87979
138.20002,0.23033,"10,100.45",6.88767
138.3,0.2305,"10,100.48",6.89551
138.40002,0.23066,"10,100.51",6.90348
138.5,0.23083,"10,100.74",6.91146
138.6,0.231,"10,102.08",6.91952
138.70002,0.23116,"10,101.14",6.92756
138.8,0.23133,"10,100.92",6.93543
138.90002,0.23149,"10,100.46",6.94337
139,0.23166,"10,100.31",6.95133
139.1,0.23183,"10,101.24",6.95935
139.20002,0.232,"10,100.94",6.96725
139.3,0.23217,"10,100.58",6.97542
139.40002,0.23233,"10,100.04",6.98333
139.5,0.23249,"10,099.25",6.99118
139.6,0.23267,"10,100.22",6.9992
139.70002,0.23283,"10,100.16",7.00708
139.8,0.233,"10,100.39",7.01518
139.90002,0.23316,"10,099.66",7.02297
140,0.23333,"10,099.50",7.03093
140.1,0.2335,"10,099.55",7.03914
140.20002,0.23366,"10,099.50",7.04693
140.3,0.23384,"10,100.45",7.05491
140.40002,0.234,"10,099.45",7.06302
140.5,0.23417,"10,098.92",7.07099
140.6,0.23433,"10,098.92",7.07891
140.70002,0.23449,"10,098.61",7.0867
140.8,0.23467,"10,099.65",7.09491
140.90002,0.23483,"10,099.53",7.10288
141,0.235,"10,099.05",7.1108
141.1,0.23517,"10,098.76",7.11884
141.20002,0.23533,"10,098.02",7.1269
141.3,0.2355,"10,098.54",7.13486
141.40002,0.23566,"10,098.49",7.14281
141.5,0.23584,"10,098.55",7.15087
141.6,0.236,"10,098.53",7.15903
141.70002,0.23616,"10,097.64",7.16682
141.8,0.23633,"10,098.19",7.17494
141.90002,0.2365,"10,097.54",7.18298
142,0.23667,"10,097.99",7.19094
142.1,0.23683,"10,097.34",7.19885
142.20002,0.23699,"10,096.96",7.20675
142.3,0.23716,"10,097.46",7.21495
142.40002,0.23733,"10,096.69",7.22293
142.5,0.2375,"10,097.49",7.23086
142.6,0.23767,"10,097.23",7.23894
142.70002,0.23783,"10,096.71",7.24711
142.8,0.238,"10,096.96",7.25506
142.90002,0.23816,"10,096.28",7.26295
143,0.23833,"10,096.77",7.27107
143.1,0.2385,"10,096.85",7.27916
143.20002,0.23867,"10,096.18",7.2872
143.3,0.23883,"10,096.10",7.2952
143.40002,0.23899,"10,095.15",7.30319
143.5,0.23917,"10,095.66",7.31136
143.6,0.23933,"10,095.50",7.3193
143.70002,0.2395,"10,095.74",7.32729
143.8,0.23967,"10,095.76",7.33549
143.90002,0.23983,"10,094.50",7.34348
144,0.24,"10,094.99",7.3514
144.1,0.24016,"10,094.05",7.35939
144.20002,0.24033,"10,094.77",7.36757
144.3,0.2405,"10,094.89",7.37564
144.40002,0.24066,"10,094.14",7.38368
144.5,0.24083,"10,094.33",7.39181
144.6,0.24099,"10,093.16",7.39983
144.70002,0.24116,"10,093.10",7.40789
144.8,0.24133,"10,094.49",7.41606
144.90002,0.2415,"10,093.97",7.42414
145,0.24167,"10,093.87",7.43226
145.1,0.24183,"10,092.75",7.44028
145.20002,0.242,"10,092.65",7.44819
145.3,0.24216,"10,092.60",7.45641
145.40002,0.24233,"10,092.72",7.4646
145.5,0.2425,"10,093.07",7.47271
145.6,0.24266,"10,091.89",7.48075
145.70002,0.24283,"10,092.06",7.48902
145.8,0.243,"10,091.43",7.49707
145.90002,0.24316,"10,091.06",7.50512
146,0.24333,"10,091.53",7.51329
146.1,0.2435,"10,090.32",7.52144
146.20002,0.24366,"10,090.24",7.52931
146.3,0.24383,"10,090.10",7.53728
146.40002,0.244,"10,090.10",7.54534
146.5,0.24417,"10,090.73",7.55354
146.6,0.24433,"10,089.82",7.56157
146.70002,0.2445,"10,089.95",7.56967
146.8,0.24466,"10,089.46",7.57787
146.90002,0.24483,"10,088.75",7.58593
147,0.245,"10,089.50",7.59392
147.1,0.24517,"10,088.76",7.60215
147.20002,0.24533,"10,088.61",7.61031
147.3,0.24549,"10,087.78",7.61833
147.40002,0.24566,"10,087.33",7.62623
147.5,0.24583,"10,087.55",7.63444
147.6,0.246,"10,087.78",7.64262
147.70002,0.24617,"10,088.21",7.6508
147.8,0.24633,"10,086.91",7.65873
147.90002,0.2465,"10,086.55",7.66681
148,0.24666,"10,086.91",7.67499
148.1,0.24683,"10,086.67",7.68297
148.20002,0.247,"10,087.20",7.69123
148.3,0.24717,"10,086.27",7.6994
148.40002,0.24733,"10,085.37",7.70752
148.5,0.2475,"10,085.11",7.71547
148.6,0.24766,"10,084.90",7.7236
148.70002,0.24783,"10,085.65",7.73187
148.8,0.248,"10,085.24",7.74
148.90002,0.24817,"10,084.98",7.74814
149,0.24833,"10,084.61",7.75637
149.1,0.24849,"10,083.69",7.76447
149.20002,0.24867,"10,084.83",7.77258
149.3,0.24883,"10,084.01",7.78065
149.40002,0.249,"10,084.21",7.78888
149.5,0.24916,"10,083.19",7.79714
149.6,0.24933,"10,082.04",7.80517
149.70002,0.2495,"10,082.65",7.8133
149.8,0.24966,"10,082.03",7.82141
149.90002,0.24983,"10,082.14",7.82964
150,0.25,"10,081.98",7.83778
150.1,0.25016,"10,080.83",7.8459
150.20002,0.25033,"10,081.46",7.85415
150.3,0.2505,"10,080.81",7.86222
150.40002,0.25067,"10,081.03",7.87045
150.5,0.25083,"10,081.12",7.8787
150.6,0.251,"10,080.28",7.88697
150.70002,0.25117,"10,080.01",7.8951
150.8,0.25133,"10,079.00",7.90317
150.90002,0.2515,"10,079.61",7.91135
151,0.25167,"10,079.31",7.9196
151.1,0.25183,"10,078.49",7.92765
151.20002,0.252,"10,078.34",7.93588
151.3,0.25216,"10,077.12",7.94388
151.40002,0.25233,"10,077.49",7.95214
151.5,0.2525,"10,077.29",7.96034
151.6,0.25267,"10,077.27",7.96856
151.70002,0.25283,"10,076.52",7.97687
151.8,0.25299,"10,075.41",7.98487
151.90002,0.25316,"10,076.10",7.99305
152,0.25333,"10,075.11",8.00129
152.1,0.2535,"10,075.30",8.00942
152.20002,0.25367,"10,075.43",8.01754
152.3,0.25383,"10,073.86",8.02549
152.40002,0.25399,"10,073.76",8.03368
152.5,0.25416,"10,073.33",8.04174
152.6,0.25433,"10,073.60",8.04993
152.70002,0.2545,"10,074.17",8.05844
152.8,0.25467,"10,073.02",8.06648
152.90002,0.25483,"10,072.72",8.07475
153,0.25499,"10,071.22",8.08285
153.1,0.25516,"10,071.42",8.09099
153.20002,0.25533,"10,071.90",8.09929
153.3,0.2555,"10,071.83",8.10752
153.40002,0.25567,"10,071.57",8.11581
153.5,0.25583,"10,070.51",8.12401
153.6,0.256,"10,070.06",8.13214
153.70002,0.25616,"10,069.37",8.14036
153.8,0.25633,"10,069.63",8.14853
153.90002,0.2565,"10,069.76",8.1569
154,0.25666,"10,068.27",8.16496
154.1,0.25683,"10,068.62",8.17317
154.20002,0.257,"10,067.92",8.18153
154.3,0.25717,"10,067.21",8.1896
154.40002,0.25733,"10,067.97",8.19795
154.5,0.2575,"10,066.73",8.20619
154.6,0.25767,"10,066.53",8.21422
154.70002,0.25783,"10,065.91",8.22264
154.8,0.258,"10,065.41",8.23064
154.90002,0.25817,"10,065.93",8.23894
155,0.25833,"10,065.00",8.24723
155.1,0.2585,"10,064.82",8.2554
155.20002,0.25866,"10,063.90",8.25617
155.3,0.25883,"10,063.25",8.26436
155.40002,0.259,"10,063.56",8.2725
155.5,0.25916,"10,063.64",8.1758
155.6,0.25934,"10,063.65",7.86766
155.70002,0.2595,"10,062.24",7.8685
155.8,0.25966,"10,061.40",7.87458
155.90002,0.25983,"10,061.13",7.90154
156,0.26,"10,060.92",7.91441
156.1,0.26017,"10,061.57",7.87453
156.20002,0.26033,"10,060.14",7.86436
156.3,0.2605,"10,059.19",7.84553
156.40002,0.26066,"10,059.04",7.83451
156.5,0.26083,"10,058.09",7.81204
156.6,0.261,"10,058.86",7.81324
156.70002,0.26117,"10,058.50",7.78427
156.8,0.26133,"10,057.55",7.7764
156.90002,0.2615,"10,056.46",7.78876
157,0.26166,"10,055.22",7.89195
157.1,0.26183,"10,056.10",7.91324
157.20002,0.262,"10,055.54",7.9095
157.3,0.26217,"10,055.62",7.9412
157.40002,0.26233,"10,053.90",7.94554
157.5,0.26249,"10,053.25",7.94441
157.6,0.26266,"10,053.06",7.89777
157.70002,0.26283,"10,052.99",7.68729
157.8,0.263,"10,053.55",7.63827
157.90002,0.26317,"10,052.31",7.70988
158,0.26333,"10,051.53",7.62554
158.1,0.2635,"10,051.50",7.61793
158.20002,0.26366,"10,050.14",7.70125
158.3,0.26383,"10,051.27",7.65489
158.40002,0.264,"10,050.55",7.67708
158.5,0.26417,"10,049.77",7.68727
158.6,0.26433,"10,049.29",7.85297
158.70002,0.2645,"10,048.26",7.84666
158.8,0.26467,"10,048.57",7.73964
158.90002,0.26483,"10,047.84",7.73994
159,0.265,"10,047.28",7.73042
159.1,0.26516,"10,046.29",7.70245
159.20002,0.26533,"10,045.40",7.67259
159.3,0.2655,"10,045.95",-0.5026
159.40002,0.26567,"10,045.12",-0.26934
159.5,0.26584,"10,045.32",-1.36097
159.6,0.266,"10,044.67",-1.93734
159.70002,0.26616,"10,043.39",-3.60677
159.8,0.26633,"10,043.41",-4.56541
159.90002,0.2665,"10,042.22",-3.51839
160,0.26667,"10,042.08",-4.0483
160.1,0.26684,"10,041.83",-3.84898
160.20002,0.267,"10,040.48",-3.55802
160.3,0.26716,"10,040.36",-5.63837
160.40002,0.26733,"10,038.83",-6.30259
160.5,0.2675,"10,039.08",-1.2167
160.6,0.26767,"10,039.02",-0.83636
160.70002,0.26783,"10,038.54",-0.80436
160.8,0.268,"10,037.76",-0.88799
160.90002,0.26816,"10,036.14",-0.96143
161.00002,0.26833,"10,036.47",-1.05206
161.1,0.2685,"10,035.96",-1.19205
161.20002,0.26867,"10,035.59",-1.13369
161.3,0.26883,"10,035.14",-0.97038
161.40002,0.269,"10,033.78",-0.80393
161.50002,0.26917,"10,033.56",-0.8114
161.6,0.26933,"10,033.06",-0.98623
161.70002,0.2695,"10,032.39",-0.81476
161.8,0.26967,"10,032.68",-0.90738
161.90002,0.26983,"10,031.40",-1.07795
162.00002,0.27,"10,031.00",-1.23653
162.1,0.27016,"10,029.93",-1.14806
162.20002,0.27033,"10,029.22",-1.31251
162.3,0.2705,"10,029.62",-1.46475
162.40002,0.27067,"10,028.18",-1.20126
162.50002,0.27083,"10,027.66",-1.30824
162.6,0.27099,"10,025.84",-1.27794
162.70002,0.27116,"10,025.53",-1.27302
162.8,0.27133,"10,025.22",-1.27174
162.90002,0.2715,"10,025.01",-1.27833
163.00002,0.27167,"10,024.74",-1.3363
163.1,0.27183,"10,022.82",-1.29257
163.20002,0.272,"10,022.20",-1.27532
163.3,0.27216,"10,021.98",-1.29529
163.40002,0.27233,"10,021.59",-1.29864
163.50002,0.2725,"10,021.84",-1.29619
163.6,0.27267,"10,020.46",-1.29978
163.70002,0.27283,"10,019.58",-1.3009
163.8,0.273,"10,019.21",-1.29032
163.90002,0.27316,"10,017.95",-1.2998
164.00002,0.27333,"10,018.50",-1.29557
164.1,0.2735,"10,017.03",-1.29183
164.20002,0.27366,"10,016.09",-1.29823
164.3,0.27383,"10,014.88",-1.29527
164.40002,0.27399,"10,014.36",-1.29917
164.50002,0.27417,"10,014.99",-1.29278
164.6,0.27433,"10,013.97",-1.29462
164.70002,0.2745,"10,013.29",-1.3036
164.8,0.27466,"10,011.89",-1.29528
164.90002,0.27483,"10,010.53",-1.28815
165.00002,0.275,"10,010.47",-1.3069
165.1,0.27517,"10,009.57",-1.30131
165.20002,0.27534,"10,009.56",-1.28085
165.3,0.2755,"10,007.71",-1.30592
165.40002,0.27566,"10,006.20",-1.30057
165.50002,0.27583,"10,006.25",-1.29102
165.6,0.27599,"10,005.01",-1.2997
165.70002,0.27617,"10,005.85",-1.30244
165.8,0.27633,"10,004.87",-1.29428
165.90002,0.2765,"10,003.32",-1.29185
166.00002,0.27666,"10,002.85",-1.30445
166.1,0.27683,"10,001.40",-1.2941
166.20002,0.277,"10,002.15",-1.29658
166.3,0.27717,"10,000.94",-1.29694
166.40002,0.27734,"9,999.49",-1.30006
166.50002,0.2775,"9,998.57",-1.29576
166.6,0.27766,"9,997.23",-1.29945
166.70002,0.27783,"9,997.05",-1.29606
166.8,0.278,"9,996.52",-1.29916
166.90002,0.27817,"9,995.59",-1.29588
167.00002,0.27833,"9,994.42",-1.2988
167.1,0.27849,"9,993.04",-1.29571
167.20002,0.27866,"9,992.60",-1.3007
167.3,0.27883,"9,991.50",-1.29714
167.40002,0.279,"9,991.52",-1.29285
167.50002,0.27917,"9,990.35",-1.30447
167.6,0.27933,"9,988.62",-1.29618
167.70002,0.2795,"9,988.25",-1.29582
167.8,0.27966,"9,986.43",-1.30047
167.90002,0.27983,"9,986.28",-1.29769
168.00002,0.28,"9,985.90",-1.29793
168.1,0.28017,"9,984.75",-1.29777
168.20002,0.28033,"9,984.17",-1.30238
168.3,0.2805,"9,982.32",-1.29885
168.40002,0.28067,"9,981.96",-1.29393
168.50002,0.28083,"9,981.32",-1.30472
168.6,0.281,"9,980.16",-1.29556
168.70002,0.28117,"9,979.38",-1.29778
168.8,0.28133,"9,978.01",-1.30065
168.90002,0.2815,"9,977.40",-1.2973
169.00002,0.28166,"9,976.61",-1.29822
169.1,0.28183,"9,975.46",-1.30052
169.20002,0.282,"9,974.61",-1.29802
169.3,0.28216,"9,972.88",-1.29558
169.40002,0.28233,"9,972.64",-1.30439
169.50002,0.28249,"9,970.89",-1.29692
169.6,0.28267,"9,970.23",-1.29585
169.70002,0.28283,"9,970.25",-1.30425
169.8,0.28299,"9,968.37",-1.29705
169.90002,0.28316,"9,967.89",-1.29423
170.00002,0.28333,"9,966.23",-1.30506
170.1,0.2835,"9,965.51",-1.29745
170.20002,0.28367,"9,965.28",-1.29651
170.3,0.28383,"9,964.04",-1.30302
170.40002,0.284,"9,962.89",-1.29691
170.50002,0.28416,"9,960.84",-1.2988
170.6,0.28433,"9,959.90",-1.29564
170.70002,0.2845,"9,959.71",-1.30299
170.8,0.28467,"9,958.64",-1.30078
170.90002,0.28484,"9,957.78",-1.29381
171.00002,0.285,"9,955.64",-1.30277
171.1,0.28517,"9,954.76",-1.30308
171.20002,0.28533,"9,953.75",-1.29262
171.3,0.2855,"9,952.72",-1.3031
171.40002,0.28567,"9,952.66",-1.29923
171.50002,0.28583,"9,950.33",-1.29707
171.6,0.286,"9,949.50",-1.3015
171.70002,0.28616,"9,947.86",-1.29815
171.8,0.28633,"9,946.22",-1.29915
171.90002,0.2865,"9,946.51",-1.30246
172.00002,0.28666,"9,944.95",-1.29446
172.1,0.28683,"9,943.87",-1.30304
172.20002,0.287,"9,942.57",-1.30171
172.3,0.28716,"9,940.63",-1.29396
172.40002,0.28733,"9,940.38",-1.30264
172.50002,0.2875,"9,939.29",-1.30227
172.6,0.28767,"9,938.17",-1.29535
172.70002,0.28783,"9,936.33",-1.30126
172.8,0.288,"9,934.76",-1.30353
172.90002,0.28816,"9,933.89",-1.29644
173.00002,0.28833,"9,932.45",-1.29678
173.1,0.2885,"9,931.56",-1.30511
173.20002,0.28866,"9,929.92",-1.29808
173.3,0.28883,"9,928.61",-1.29571
173.40002,0.289,"9,927.43",-1.30493
173.50002,0.28916,"9,925.88",-1.29818
173.6,0.28933,"9,925.88",-1.29798
173.70002,0.2895,"9,924.03",-1.30337
173.8,0.28967,"9,922.38",-1.2985
173.90002,0.28983,"9,921.24",-1.2969
174.00002,0.29,"9,919.49",-1.30498
174.1,0.29017,"9,919.25",-1.29762
174.20002,0.29033,"9,917.85",-1.29684
174.3,0.2905,"9,916.38",-1.30637
174.40002,0.29066,"9,914.64",-1.29826
174.50002,0.29083,"9,912.82",-1.2962
174.6,0.291,"9,912.44",-1.30569
174.70002,0.29116,"9,910.77",-1.30089
174.8,0.29134,"9,910.20",-1.29523
174.90002,0.2915,"9,908.55",-1.302
175.00002,0.29166,"9,906.08",-1.29936
175.1,0.29183,"9,905.62",-1.299
175.20002,0.292,"9,903.82",-1.29947
175.3,0.29217,"9,903.35",-1.30274
175.40002,0.29233,"9,901.77",-1.29907
175.50002,0.2925,"9,899.98",-1.30014
175.6,0.29266,"9,898.75",-1.30315
175.70002,0.29283,"9,896.39",-1.29828
175.8,0.293,"9,896.15",-1.30393
175.90002,0.29317,"9,894.86",-1.29636
176.00002,0.29333,"9,893.46",-1.30611
176.1,0.2935,"9,891.96",-1.29747
176.20002,0.29366,"9,889.61",-1.30023
176.3,0.29383,"9,889.13",-1.30282
176.40002,0.294,"9,887.57",-1.29711
176.50002,0.29417,"9,886.20",-1.30325
176.6,0.29433,"9,885.10",-1.30241
176.70002,0.2945,"9,882.67",-1.29282
176.8,0.29467,"9,881.72",-1.3071
176.90002,0.29483,"9,879.58",-1.29933
177.00002,0.295,"9,878.03",-1.29352
177.1,0.29517,"9,877.60",-1.30831
177.20002,0.29533,"9,875.06",-1.29878
177.3,0.2955,"9,874.08",-1.29593
177.40002,0.29566,"9,872.08",-1.30687
177.50002,0.29583,"9,870.64",-1.29949
177.6,0.296,"9,869.82",-1.30078
177.70002,0.29617,"9,867.93",-1.30036
177.8,0.29633,"9,866.41",-1.30096
177.90002,0.2965,"9,863.89",-1.30159
178.00002,0.29667,"9,862.37",-1.30047
178.1,0.29683,"9,861.36",-1.3003
178.20002,0.297,"9,859.72",-1.3012
178.3,0.29717,"9,858.16",-1.30302
178.40002,0.29733,"9,856.23",-1.29465
178.50002,0.2975,"9,855.07",-1.30209
178.6,0.29766,"9,853.73",-1.3053
178.70002,0.29783,"9,852.52",-1.29623
178.8,0.298,"9,851.26",-1.3021
178.90002,0.29816,"9,848.52",-1.30584
179.00002,0.29833,"9,847.41",-1.2958
179.1,0.2985,"9,845.41",-1.30348
179.20002,0.29866,"9,843.81",-1.30496
179.3,0.29883,"9,842.92",-1.29641
179.40002,0.299,"9,840.74",-1.30702
179.50002,0.29917,"9,839.17",-1.29618
179.6,0.29933,"9,836.77",-1.30152
179.70002,0.2995,"9,834.96",-1.30329
179.8,0.29967,"9,834.60",-1.29966
179.90002,0.29983,"9,832.70",-1.29736
180.00002,0.3,"9,831.14",-1.30783
180.1,0.30016,"9,828.92",-1.30381
180.20002,0.30033,"9,826.56",-1.29076
180.3,0.3005,"9,825.74",-1.30387
180.40002,0.30067,"9,824.22",-1.30909
180.50002,0.30084,"9,822.82",-1.29377
180.6,0.301,"9,820.19",-1.29742
180.70002,0.30116,"9,818.37",-1.31805
180.8,0.30133,"9,817.00",-1.29252
180.90002,0.3015,"9,814.98",-1.29745
181.00002,0.30167,"9,814.43",-1.30582
181.1,0.30183,"9,811.52",-1.29987
181.20002,0.302,"9,809.56",-1.30093
181.3,0.30217,"9,808.14",-1.29959
181.40002,0.30233,"9,805.86",-1.30169
181.50002,0.3025,"9,805.21",-1.30174
181.6,0.30267,"9,803.02",-1.30165
181.70002,0.30283,"9,801.08",-1.30282
181.8,0.303,"9,799.25",-1.2997
181.90002,0.30316,"9,796.57",-1.30314
182.00002,0.30333,"9,795.69",-1.30363
182.1,0.3035,"9,793.69",-1.3006
182.20002,0.30367,"9,791.61",-1.3009
182.3,0.30383,"9,789.82",-1.30754
182.40002,0.30399,"9,787.06",-1.29831
182.50002,0.30416,"9,786.20",-1.29781
182.6,0.30433,"9,784.41",-1.30769
182.70002,0.3045,"9,783.48",-1.29849
182.8,0.30467,"9,781.16",-1.29733
182.90002,0.30483,"9,778.73",-1.30361
183.00002,0.305,"9,777.86",-1.30223
183.1,0.30516,"9,774.99",-1.29447
183.20002,0.30534,"9,774.38",-1.30439
183.3,0.3055,"9,772.09",-1.30052
183.40002,0.30567,"9,769.82",-1.30265
183.50002,0.30583,"9,767.53",-1.30073
183.6,0.306,"9,765.17",-1.29932
183.70002,0.30617,"9,764.47",-1.30903
183.8,0.30633,"9,762.76",-1.30406
183.90002,0.3065,"9,760.53",-1.29735
184.00002,0.30666,"9,758.40",-1.30357
184.1,0.30683,"9,755.65",-1.30026
184.20002,0.307,"9,754.51",-1.3084
184.3,0.30717,"9,752.64",-1.29003
184.40002,0.30734,"9,750.66",-1.30552
184.50002,0.3075,"9,748.56",-1.30336
184.6,0.30766,"9,746.01",-1.29896
184.70002,0.30783,"9,744.71",-1.30106
184.8,0.308,"9,742.25",-1.30498
184.90002,0.30817,"9,741.08",-1.30328
185.00002,0.30833,"9,738.99",-1.29686
185.1,0.30849,"9,736.25",-1.30855
185.20002,0.30866,"9,735.31",-1.30076
185.3,0.30883,"9,731.76",-1.29114
185.40002,0.309,"9,730.79",-1.31401
185.50002,0.30917,"9,729.33",-1.30454
185.6,0.30934,"9,726.81",-1.28714
185.70002,0.3095,"9,724.70",-1.30716
185.8,0.30966,"9,721.86",-1.31214
185.90002,0.30983,"9,719.84",-1.29142
186.00002,0.31,"9,718.70",-1.29197
186.1,0.31017,"9,716.37",-1.31979
186.20002,0.31033,"9,714.40",-1.30008
186.3,0.3105,"9,711.82",-1.29368
186.40002,0.31067,"9,710.08",-1.3054
186.50002,0.31083,"9,707.81",-1.31491
186.6,0.311,"9,706.28",-1.28641
186.70002,0.31117,"9,704.65",-1.29989
186.8,0.31133,"9,701.90",-1.31017
186.90002,0.3115,"9,700.43",-1.29956
187.00002,0.31166,"9,697.92",-1.30189
187.1,0.31183,"9,695.92",-1.29973
187.20002,0.312,"9,694.40",-1.30012
187.3,0.31216,"9,691.46",-1.31051
187.40002,0.31233,"9,689.47",-1.29082
187.50002,0.31249,"9,687.04",-1.30717
187.6,0.31266,"9,684.86",-1.30501
187.70002,0.31284,"9,684.02",-1.30065
187.8,0.313,"9,681.57",-1.29733
187.90002,0.31317,"9,678.89",-1.30746
188.00002,0.31333,"9,675.71",-1.29962
188.1,0.3135,"9,673.41",-1.297
188.20002,0.31367,"9,672.64",-1.31285
188.3,0.31383,"9,670.45",-1.29624
188.40002,0.314,"9,668.47",-1.30489
188.50002,0.31416,"9,664.98",-1.29929
188.6,0.31433,"9,662.76",-1.31168
188.70002,0.3145,"9,660.53",-1.2928
188.8,0.31466,"9,659.23",-1.30194
188.90002,0.31484,"9,657.99",-1.31094
189.00002,0.315,"9,654.96",-1.29103
189.1,0.31517,"9,652.84",-1.30688
189.20002,0.31533,"9,650.30",-1.30454
189.3,0.3155,"9,648.22",-1.30015
189.40002,0.31567,"9,647.14",-1.29875
189.50002,0.31583,"9,644.53",-1.31099
189.6,0.316,"9,641.92",-1.2946
189.70002,0.31617,"9,639.51",-1.30163
189.8,0.31633,"9,636.59",-1.31
189.90002,0.3165,"9,635.57",-1.30065
190.00002,0.31667,"9,633.09",-1.29396
190.1,0.31684,"9,631.51",-1.31021
190.20002,0.317,"9,628.48",-1.30588
190.3,0.31716,"9,625.53",-1.29251
190.40002,0.31733,"9,624.52",-1.30532
190.50002,0.3175,"9,621.73",-1.30377
190.6,0.31767,"9,619.87",-1.30227
190.70002,0.31783,"9,616.96",-1.29984
190.8,0.318,"9,614.02",-1.30069
190.90002,0.31816,"9,612.23",-1.31208
191.00002,0.31833,"9,610.03",-1.29524
191.1,0.3185,"9,608.71",-1.30181
191.20002,0.31867,"9,606.09",-1.31037
191.3,0.31883,"9,603.47",-1.29644
191.40002,0.319,"9,601.13",-1.30361
191.50002,0.31916,"9,598.18",-1.3032
191.6,0.31933,"9,596.95",-1.30427
191.70002,0.3195,"9,594.62",-1.29456
191.8,0.31967,"9,592.24",-1.31031
191.90002,0.31983,"9,589.51",-1.30054
192.00002,0.31999,"9,586.66",-1.29967
192.1,0.32017,"9,585.33",-1.30318
192.20002,0.32033,"9,582.69",-1.3054
192.3,0.3205,"9,580.81",-1.30125
192.40002,0.32067,"9,578.01",-1.30134
192.50002,0.32083,"9,574.87",-1.3047
192.6,0.321,"9,573.07",-1.30206
192.70002,0.32116,"9,570.46",-1.30384
192.8,0.32133,"9,568.64",-1.30128
192.90002,0.3215,"9,566.40",-1.30429
193.00002,0.32167,"9,563.35",-1.30246
193.1,0.32183,"9,561.56",-1.30141
193.20002,0.32199,"9,558.59",-1.3033
193.3,0.32217,"9,557.08",-1.30007
193.40002,0.32234,"9,555.29",-1.30509
193.50002,0.3225,"9,551.96",-1.30112
193.6,0.32267,"9,549.83",-1.30103
193.70002,0.32283,"9,546.43",-1.30428
193.8,0.323,"9,544.38",-1.30538
193.90002,0.32316,"9,542.83",-1.29862
194.00002,0.32333,"9,540.72",-1.30518
194.1,0.3235,"9,538.16",-1.3044
194.20002,0.32366,"9,534.89",-1.30122
194.3,0.32383,"9,533.11",-1.30261
194.40002,0.324,"9,530.29",-1.30308
194.50002,0.32417,"9,528.21",-1.30381
194.6,0.32433,"9,526.44",-1.30184
194.70002,0.3245,"9,522.95",-1.3022
194.8,0.32467,"9,520.78",-1.30164
194.90002,0.32483,"9,517.89",-1.3029
195.00002,0.325,"9,515.20",-1.30324
195.1,0.32517,"9,513.97",-1.30344
195.20002,0.32533,"9,511.24",-1.29804
195.3,0.3255,"9,508.98",-1.30843
195.40002,0.32566,"9,505.47",-1.30336
195.50002,0.32583,"9,503.13",-1.29585
