Time (sec),Extension (in),Load (lbf),Strain 1 (%)
0.00,0.00,-0.02,0.00
0.10,0.00,0.12,0.00
0.20,0.00,0.34,0.00
0.30,0.00,0.16,0.00
0.40,0.00,0.11,0.00
0.50,0.00,0.10,0.00
0.60,0.00,0.03,0.00
0.70,0.00,0.19,0.00
0.80,0.00,0.10,0.00
0.90,0.00,0.23,0.00
1.00,0.00,0.14,0.00
1.10,0.00,0.30,0.00
1.20,0.00,0.02,0.00
1.30,0.00,0.27,0.00
1.40,0.00,0.33,0.00
1.50,0.00,0.21,0.00
1.60,0.00,0.26,0.00
1.70,0.00,0.37,0.00
1.80,0.00,0.23,0.00
1.90,0.00,0.20,0.00
2.00,0.00,0.14,0.00
2.10,0.00,0.43,0.00
2.20,0.00,0.52,0.00
2.30,0.00,1.25,0.00
2.40,0.00,2.88,0.00
2.50,0.00,4.85,0.00
2.60,0.00,7.37,0.00
2.70,0.00,10.78,0.00
2.80,0.00,14.66,0.00
2.90,0.00,18.82,0.00
3.00,0.01,22.95,0.00
3.10,0.01,27.93,0.00
3.20,0.01,33.49,0.00
3.30,0.01,40.14,0.00
3.40,0.01,47.32,0.00
3.50,0.01,54.36,0.00
3.60,0.01,62.32,0.00
3.70,0.01,70.40,0.00
3.80,0.01,78.68,0.00
3.90,0.01,87.77,0.00
4.00,0.01,96.42,0.00
4.10,0.01,105.73,0.00
4.20,0.01,115.18,0.00
4.30,0.01,124.87,0.00
4.40,0.01,135.25,0.00
4.50,0.01,145.33,0.00
4.60,0.01,156.11,0.00
4.70,0.01,166.49,0.00
4.80,0.01,177.32,0.00
4.90,0.01,188.78,0.00
5.00,0.01,199.47,0.00
5.10,0.01,210.92,0.00
5.20,0.01,222.09,0.00
5.30,0.01,234.04,0.00
5.40,0.01,246.39,0.00
5.50,0.01,257.21,0.00
5.60,0.01,269.48,0.00
5.70,0.01,281.28,0.00
5.80,0.01,293.17,0.00
5.90,0.01,305.35,0.00
6.00,0.01,317.67,0.00
6.10,0.01,330.32,0.00
6.20,0.01,342.46,0.00
6.30,0.01,354.95,0.00
6.40,0.01,368.49,0.00
6.50,0.01,381.38,0.00
6.60,0.01,394.45,0.00
6.70,0.01,406.96,0.00
6.80,0.01,420.20,0.00
6.90,0.01,433.83,0.00
7.00,0.01,446.89,0.00
7.10,0.01,461.00,0.00
7.20,0.01,474.08,0.00
7.30,0.01,487.68,0.00
7.40,0.01,501.74,0.00
7.50,0.01,515.54,0.00
7.60,0.01,530.14,0.00
7.70,0.01,543.97,0.00
7.80,0.01,558.58,0.01
7.90,0.01,573.37,0.01
8.00,0.01,587.47,0.01
8.10,0.01,602.86,0.01
8.20,0.01,617.24,0.01
8.30,0.01,632.48,0.01
8.40,0.01,647.54,0.01
8.50,0.01,662.07,0.01
8.60,0.01,678.02,0.01
8.70,0.01,693.14,0.01
8.80,0.01,709.12,0.01
8.90,0.01,724.54,0.01
9.00,0.02,739.98,0.01
9.10,0.02,756.81,0.01
9.20,0.02,772.34,0.01
9.30,0.02,789.28,0.01
9.40,0.02,805.19,0.01
9.50,0.02,821.69,0.01
9.60,0.02,838.78,0.01
9.70,0.02,854.60,0.01
9.80,0.02,872.20,0.01
9.90,0.02,888.96,0.01
10.00,0.02,905.83,0.01
10.10,0.02,923.45,0.01
10.20,0.02,939.86,0.01
10.30,0.02,957.67,0.01
10.40,0.02,974.97,0.01
10.50,0.02,992.56,0.01
10.60,0.02,1010.56,0.01
10.70,0.02,1027.79,0.01
10.80,0.02,1045.93,0.01
10.90,0.02,1063.35,0.01
11.00,0.02,1081.56,0.01
11.10,0.02,1100.02,0.01
11.20,0.02,1118.03,0.01
11.30,0.02,1136.71,0.01
11.40,0.02,1155.13,0.01
11.50,0.02,1174.23,0.01
11.60,0.02,1193.29,0.01
11.70,0.02,1212.13,0.01
11.80,0.02,1231.08,0.01
11.90,0.02,1249.97,0.02
12.00,0.02,1269.82,0.02
12.10,0.02,1289.28,0.02
12.20,0.02,1308.73,0.02
12.30,0.02,1328.86,0.02
12.40,0.02,1347.77,0.02
12.50,0.02,1367.33,0.02
12.60,0.02,1387.43,0.02
12.70,0.02,1407.45,0.02
12.80,0.02,1427.82,0.02
12.90,0.02,1447.63,0.02
13.00,0.02,1467.65,0.02
13.10,0.02,1487.45,0.02
13.20,0.02,1507.80,0.02
13.30,0.02,1529.21,0.02
13.40,0.02,1549.12,0.02
13.50,0.02,1570.25,0.02
13.60,0.02,1590.86,0.02
13.70,0.02,1611.16,0.02
13.80,0.02,1632.80,0.02
13.90,0.02,1653.66,0.02
14.00,0.02,1675.32,0.02
14.10,0.02,1695.72,0.02
14.20,0.02,1717.25,0.02
14.30,0.02,1738.96,0.02
14.40,0.02,1760.12,0.02
14.50,0.02,1782.73,0.02
14.60,0.02,1803.61,0.02
14.70,0.02,1825.24,0.02
14.80,0.02,1847.10,0.03
14.90,0.02,1868.81,0.03
15.00,0.03,1891.65,0.03
15.10,0.03,1912.89,0.03
15.20,0.03,1935.03,0.03
15.30,0.03,1957.63,0.03
15.40,0.03,1979.29,0.03
15.50,0.03,2002.77,0.03
15.60,0.03,2024.37,0.03
15.70,0.03,2046.94,0.03
15.80,0.03,2069.39,0.03
15.90,0.03,2091.77,0.03
16.00,0.03,2115.01,0.03
16.10,0.03,2137.53,0.03
16.20,0.03,2160.59,0.03
16.30,0.03,2183.06,0.03
16.40,0.03,2205.75,0.03
16.50,0.03,2229.08,0.03
16.60,0.03,2251.58,0.03
16.70,0.03,2275.54,0.03
16.80,0.03,2298.13,0.03
16.90,0.03,2321.14,0.03
17.00,0.03,2344.85,0.03
17.10,0.03,2367.56,0.03
17.20,0.03,2392.21,0.04
17.30,0.03,2415.85,0.04
17.40,0.03,2438.97,0.04
17.50,0.03,2463.46,0.04
17.60,0.03,2486.46,0.04
17.70,0.03,2511.04,0.04
17.80,0.03,2535.12,0.04
17.90,0.03,2559.16,0.04
18.00,0.03,2583.30,0.04
18.10,0.03,2607.27,0.04
18.20,0.03,2632.07,0.04
18.30,0.03,2656.15,0.04
18.40,0.03,2681.32,0.04
18.50,0.03,2705.80,0.04
18.60,0.03,2730.24,0.04
18.70,0.03,2755.39,0.04
18.80,0.03,2779.50,0.04
18.90,0.03,2804.93,0.04
19.00,0.03,2829.78,0.04
19.10,0.03,2854.28,0.04
19.20,0.03,2879.97,0.04
19.30,0.03,2904.38,0.04
19.40,0.03,2930.11,0.05
19.50,0.03,2955.73,0.05
19.60,0.03,2980.57,0.05
19.70,0.03,3006.53,0.05
19.80,0.03,3031.31,0.05
19.90,0.03,3057.56,0.05
20.00,0.03,3083.11,0.05
20.10,0.03,3108.83,0.05
20.20,0.03,3134.70,0.05
20.30,0.03,3160.11,0.05
20.40,0.03,3186.31,0.05
20.50,0.03,3211.66,0.05
20.60,0.03,3237.98,0.05
20.70,0.03,3264.77,0.05
20.80,0.03,3290.08,0.05
20.90,0.03,3316.64,0.05
21.00,0.03,3342.04,0.05
21.10,0.04,3368.03,0.05
21.20,0.04,3395.77,0.05
21.30,0.04,3421.35,0.05
21.40,0.04,3448.06,0.05
21.50,0.04,3473.65,0.06
21.60,0.04,3499.88,0.06
21.70,0.04,3526.84,0.06
21.80,0.04,3553.21,0.06
21.90,0.04,3580.33,0.06
22.00,0.04,3606.14,0.06
22.10,0.04,3633.17,0.06
22.20,0.04,3659.69,0.06
22.30,0.04,3686.71,0.06
22.40,0.04,3714.83,0.06
22.50,0.04,3740.75,0.06
22.60,0.04,3768.24,0.06
22.70,0.04,3794.62,0.06
22.80,0.04,3821.35,0.06
22.90,0.04,3849.63,0.06
23.00,0.04,3876.26,0.06
23.10,0.04,3903.89,0.06
23.20,0.04,3930.65,0.06
23.30,0.04,3957.84,0.06
23.40,0.04,3985.76,0.07
23.50,0.04,4012.75,0.07
23.60,0.04,4040.90,0.07
23.70,0.04,4067.62,0.07
23.80,0.04,4094.94,0.07
23.90,0.04,4123.53,0.07
24.00,0.04,4150.60,0.07
24.10,0.04,4179.32,0.07
24.20,0.04,4206.42,0.07
24.30,0.04,4233.21,0.07
24.40,0.04,4261.57,0.07
24.50,0.04,4289.27,0.07
24.60,0.04,4317.83,0.07
24.70,0.04,4345.60,0.07
24.80,0.04,4372.95,0.07
24.90,0.04,4400.42,0.07
25.00,0.04,4427.89,0.07
25.10,0.04,4457.16,0.07
25.20,0.04,4484.38,0.08
25.30,0.04,4512.63,0.08
25.40,0.04,4540.30,0.08
25.50,0.04,4567.96,0.08
25.60,0.04,4597.25,0.08
25.70,0.04,4624.60,0.08
25.80,0.04,4653.14,0.08
25.90,0.04,4681.69,0.08
26.00,0.04,4708.73,0.08
26.10,0.04,4737.59,0.08
26.20,0.04,4765.49,0.08
26.30,0.04,4794.33,0.08
26.40,0.04,4822.77,0.08
26.50,0.04,4850.70,0.08
26.60,0.04,4879.10,0.08
26.70,0.04,4906.61,0.08
26.80,0.04,4935.82,0.08
26.90,0.04,4964.56,0.09
27.00,0.05,4992.73,0.09
27.10,0.05,5021.19,0.09
27.20,0.05,5048.96,0.09
27.30,0.05,5078.17,0.09
27.40,0.05,5106.78,0.09
27.50,0.05,5135.18,0.09
27.60,0.05,5164.61,0.09
27.70,0.05,5192.15,0.09
27.80,0.05,5221.86,0.09
27.90,0.05,5250.30,0.09
28.00,0.05,5279.07,0.09
28.10,0.05,5308.30,0.09
28.20,0.05,5335.96,0.09
28.30,0.05,5365.22,0.09
28.40,0.05,5393.40,0.10
28.50,0.05,5422.95,0.10
28.60,0.05,5452.56,0.10
28.70,0.05,5480.69,0.10
28.80,0.05,5509.96,0.10
28.90,0.05,5537.78,0.10
29.00,0.05,5566.70,0.10
29.10,0.05,5596.77,0.10
29.20,0.05,5624.88,0.10
29.30,0.05,5654.14,0.10
29.40,0.05,5682.20,0.10
29.50,0.05,5710.80,0.10
29.60,0.05,5740.12,0.10
29.70,0.05,5768.96,0.10
29.80,0.05,5798.77,0.11
29.90,0.05,5826.10,0.11
30.00,0.05,5854.85,0.11
30.10,0.05,5883.63,0.11
30.20,0.05,5912.88,0.11
30.30,0.05,5942.57,0.11
30.40,0.05,5970.24,0.11
30.50,0.05,5999.40,0.11
30.60,0.05,6027.21,0.11
30.70,0.05,6055.77,0.11
30.80,0.05,6085.79,0.11
30.90,0.05,6113.44,0.11
31.00,0.05,6142.67,0.12
31.10,0.05,6170.64,0.12
31.20,0.05,6198.76,0.12
31.30,0.05,6228.27,0.12
31.40,0.05,6256.69,0.12
31.50,0.05,6285.71,0.12
31.60,0.05,6312.94,0.12
31.70,0.05,6340.96,0.12
31.80,0.05,6369.36,0.12
31.90,0.05,6397.90,0.12
32.00,0.05,6427.08,0.12
32.10,0.05,6454.63,0.13
32.20,0.05,6482.00,0.13
32.30,0.05,6510.64,0.13
32.40,0.05,6538.44,0.13
32.50,0.05,6568.30,0.13
32.60,0.05,6595.51,0.13
32.70,0.05,6623.43,0.13
32.80,0.05,6651.81,0.13
32.90,0.05,6678.63,0.13
33.00,0.06,6708.45,0.14
33.10,0.06,6735.19,0.14
33.20,0.06,6763.19,0.14
33.30,0.06,6790.55,0.14
33.40,0.06,6817.76,0.14
33.50,0.06,6846.23,0.14
33.60,0.06,6873.06,0.14
33.70,0.06,6901.27,0.14
33.80,0.06,6927.92,0.14
33.90,0.06,6954.91,0.15
34.00,0.06,6982.85,0.15
34.10,0.06,7009.32,0.15
34.20,0.06,7037.55,0.15
34.30,0.06,7064.18,0.15
34.40,0.06,7090.30,0.15
34.50,0.06,7117.49,0.15
34.60,0.06,7143.05,0.16
34.70,0.06,7171.27,0.16
34.80,0.06,7197.59,0.16
34.90,0.06,7223.54,0.16
35.00,0.06,7249.74,0.16
35.10,0.06,7275.10,0.16
35.20,0.06,7301.59,0.16
35.30,0.06,7327.84,0.17
35.40,0.06,7354.33,0.17
35.50,0.06,7379.80,0.17
35.60,0.06,7405.10,0.17
35.70,0.06,7430.84,0.17
35.80,0.06,7455.82,0.17
35.90,0.06,7481.67,0.17
36.00,0.06,7507.45,0.18
36.10,0.06,7531.78,0.18
36.20,0.06,7557.00,0.18
36.30,0.06,7580.76,0.18
36.40,0.06,7606.12,0.18
36.50,0.06,7631.85,0.18
36.60,0.06,7655.57,0.19
36.70,0.06,7680.37,0.19
36.80,0.06,7703.55,0.19
36.90,0.06,7728.22,0.19
37.00,0.06,7752.49,0.19
37.10,0.06,7776.43,0.20
37.20,0.06,7800.23,0.20
37.30,0.06,7823.14,0.20
37.40,0.06,7846.49,0.20
37.50,0.06,7870.39,0.20
37.60,0.06,7893.79,0.21
37.70,0.06,7917.80,0.21
37.80,0.06,7939.44,0.21
37.90,0.06,7962.57,0.21
38.00,0.06,7985.23,0.21
38.10,0.06,8008.01,0.22
38.20,0.06,8031.92,0.22
38.30,0.06,8053.10,0.22
38.40,0.06,8075.04,0.22
38.50,0.06,8096.96,0.22
38.60,0.06,8119.47,0.23
38.70,0.06,8142.41,0.23
38.80,0.06,8164.03,0.23
38.90,0.06,8186.67,0.23
39.00,0.06,8206.67,0.24
39.10,0.07,8227.89,0.24
39.20,0.07,8250.37,0.24
39.30,0.07,8271.37,0.24
39.40,0.07,8293.16,0.25
39.50,0.07,8313.12,0.25
39.60,0.07,8333.16,0.25
39.70,0.07,8354.29,0.25
39.80,0.07,8374.83,0.26
39.90,0.07,8395.83,0.26
40.00,0.07,8414.92,0.26
40.10,0.07,8434.18,0.26
40.20,0.07,8454.32,0.27
40.30,0.07,8474.08,0.27
40.40,0.07,8494.53,0.27
40.50,0.07,8513.60,0.27
40.60,0.07,8532.95,0.28
40.70,0.07,8551.24,0.28
40.80,0.07,8570.23,0.28
40.90,0.07,8590.28,0.28
41.00,0.07,8608.54,0.29
41.10,0.07,8627.51,0.29
41.20,0.07,8645.34,0.29
41.30,0.07,8663.21,0.30
41.40,0.07,8682.24,0.30
41.50,0.07,8699.63,0.30
41.60,0.07,8718.38,0.31
41.70,0.07,8735.21,0.31
41.80,0.07,8751.87,0.31
41.90,0.07,8769.87,0.31
42.00,0.07,8786.56,0.32
42.10,0.07,8805.12,0.32
42.20,0.07,8821.49,0.32
42.30,0.07,8836.78,0.33
42.40,0.07,8853.54,0.33
42.50,0.07,8869.31,0.33
42.60,0.07,8886.66,0.34
42.70,0.07,8902.97,0.34
42.80,0.07,8918.77,0.34
42.90,0.07,8934.12,0.35
43.00,0.07,8948.79,0.35
43.10,0.07,8965.34,0.35
43.20,0.07,8980.94,0.36
43.30,0.07,8996.45,0.36
43.40,0.07,9011.71,0.36
43.50,0.07,9025.77,0.37
43.60,0.07,9040.50,0.37
43.70,0.07,9054.82,0.37
43.80,0.07,9070.05,0.38
43.90,0.07,9084.71,0.38
44.00,0.07,9097.61,0.38
44.10,0.07,9111.83,0.39
44.20,0.07,9124.24,0.39
44.30,0.07,9139.15,0.39
44.40,0.07,9153.23,0.40
44.50,0.07,9165.82,0.40
44.60,0.07,9179.19,0.41
44.70,0.07,9190.71,0.41
44.80,0.07,9203.48,0.41
44.90,0.07,9216.77,0.42
45.00,0.08,9229.09,0.42
45.10,0.08,9241.89,0.43
45.20,0.08,9253.00,0.43
45.30,0.08,9265.65,0.43
45.40,0.08,9277.53,0.44
45.50,0.08,9289.61,0.44
45.60,0.08,9301.93,0.45
45.70,0.08,9311.90,0.45
45.80,0.08,9323.54,0.45
45.90,0.08,9333.85,0.46
46.00,0.08,9345.57,0.46
46.10,0.08,9357.48,0.47
46.20,0.08,9366.76,0.47
46.30,0.08,9377.35,0.47
46.40,0.08,9387.03,0.48
46.50,0.08,9397.35,0.48
46.60,0.08,9409.07,0.49
46.70,0.08,9418.59,0.49
46.80,0.08,9428.84,0.50
46.90,0.08,9437.13,0.50
47.00,0.08,9446.19,0.51
47.10,0.08,9456.53,0.51
47.20,0.08,9466.00,0.51
47.30,0.08,9476.40,0.52
47.40,0.08,9484.20,0.52
47.50,0.08,9492.72,0.53
47.60,0.08,9501.87,0.53
47.70,0.08,9510.53,0.54
47.80,0.08,9520.79,0.54
47.90,0.08,9528.57,0.55
48.00,0.08,9536.81,0.55
48.10,0.08,9544.83,0.56
48.20,0.08,9552.81,0.56
48.30,0.08,9562.79,0.56
48.40,0.08,9570.14,0.57
48.50,0.08,9577.99,0.57
48.60,0.08,9585.20,0.58
48.70,0.08,9592.34,0.58
48.80,0.08,9600.59,0.59
48.90,0.08,9608.48,0.59
49.00,0.08,9616.55,0.60
49.10,0.08,9622.76,0.60
49.20,0.08,9629.79,0.61
49.30,0.08,9637.44,0.61
49.40,0.08,9644.66,0.62
49.50,0.08,9653.32,0.62
49.60,0.08,9659.28,0.63
49.70,0.08,9665.53,0.63
49.80,0.08,9673.11,0.64
49.90,0.08,9678.99,0.64
50.00,0.08,9687.49,0.65
50.10,0.08,9693.42,0.65
50.20,0.08,9699.41,0.66
50.30,0.08,9705.76,0.66
50.40,0.08,9711.38,0.67
50.50,0.08,9719.21,0.67
50.60,0.08,9725.76,0.68
50.70,0.08,9731.74,0.68
50.80,0.08,9737.37,0.69
50.90,0.08,9742.93,0.69
51.00,0.09,9749.89,0.70
51.10,0.09,9755.77,0.70
51.20,0.09,9762.87,0.71
51.30,0.09,9768.01,0.71
51.40,0.09,9772.81,0.72
51.50,0.09,9779.81,0.72
51.60,0.09,9784.87,0.73
51.70,0.09,9791.86,0.73
51.80,0.09,9797.80,0.74
51.90,0.09,9802.21,0.74
52.00,0.09,9808.17,0.75
52.10,0.09,9812.76,0.76
52.20,0.09,9819.15,0.76
52.30,0.09,9825.39,0.77
52.40,0.09,9830.44,0.77
52.50,0.09,9835.61,0.78
52.60,0.09,9840.42,0.78
52.70,0.09,9845.75,0.79
52.80,0.09,9851.65,0.79
52.90,0.09,9856.95,0.80
53.00,0.09,9863.18,0.80
53.10,0.09,9867.49,0.81
53.20,0.09,9873.31,0.81
53.30,0.09,9878.34,0.82
53.40,0.09,9883.82,0.82
53.50,0.09,9890.44,0.83
53.60,0.09,9894.37,0.83
53.70,0.09,9899.99,0.84
53.80,0.09,9904.55,0.84
53.90,0.09,9910.15,0.85
54.00,0.09,9915.44,0.85
54.10,0.09,9920.80,0.86
54.20,0.09,9925.85,0.87
54.30,0.09,9930.10,0.87
54.40,0.09,9935.73,0.88
54.50,0.09,9940.90,0.88
54.60,0.09,9946.27,0.89
54.70,0.09,9952.14,0.89
54.80,0.09,9955.51,0.90
54.90,0.09,9960.35,0.90
55.00,0.09,9966.21,0.91
55.10,0.09,9970.67,0.91
55.20,0.09,9977.14,0.92
55.30,0.09,9980.45,0.92
55.40,0.09,9985.01,0.93
55.50,0.09,9989.62,0.93
55.60,0.09,9994.65,0.94
55.70,0.09,10000.86,0.95
55.80,0.09,10005.38,0.95
55.90,0.09,10010.02,0.96
56.00,0.09,10014.94,0.96
56.10,0.09,10019.50,0.97
56.20,0.09,10025.30,0.97
56.30,0.09,10029.99,0.98
56.40,0.09,10035.21,0.98
56.50,0.09,10038.72,0.99
56.60,0.09,10042.81,0.99
56.70,0.09,10048.38,1.00
56.80,0.09,10053.20,1.00
56.90,0.09,10058.76,1.01
57.00,0.10,10062.12,1.01
57.10,0.10,10066.50,1.02
57.20,0.10,10071.49,1.03
57.30,0.10,10076.02,1.03
57.40,0.10,10082.55,1.04
57.50,0.10,10086.22,1.04
57.60,0.10,10090.52,1.05
57.70,0.10,10095.09,1.05
57.80,0.10,10099.53,1.06
57.90,0.10,10105.65,1.06
58.00,0.10,10110.50,1.07
58.10,0.10,10114.34,1.07
58.20,0.10,10119.16,1.08
58.30,0.10,10123.31,1.08
58.40,0.10,10128.64,1.09
58.50,0.10,10133.25,1.09
58.60,0.10,10138.18,1.10
58.70,0.10,10142.54,1.10
58.80,0.10,10146.44,1.11
58.90,0.10,10151.69,1.12
59.00,0.10,10155.66,1.12
59.10,0.10,10161.13,1.13
59.20,0.10,10165.08,1.13
59.30,0.10,10169.48,1.14
59.40,0.10,10174.36,1.14
59.50,0.10,10178.32,1.15
59.60,0.10,10184.09,1.15
59.70,0.10,10188.37,1.16
59.80,0.10,10192.45,1.16
59.90,0.10,10197.36,1.17
60.00,0.10,10201.22,1.17
60.10,0.10,10206.65,1.18
60.20,0.10,10211.89,1.18
60.30,0.10,10215.49,1.19
60.40,0.10,10220.03,1.20
60.50,0.10,10223.92,1.20
60.60,0.10,10229.15,1.21
60.70,0.10,10233.66,1.21
60.80,0.10,10238.67,1.22
60.90,0.10,10243.44,1.22
61.00,0.10,10246.68,1.23
61.10,0.10,10251.72,1.23
61.20,0.10,10255.61,1.24
61.30,0.10,10260.92,1.24
61.40,0.10,10265.75,1.25
61.50,0.10,10269.52,1.25
61.60,0.10,10274.29,1.26
61.70,0.10,10277.23,1.26
61.80,0.10,10282.00,1.27
61.90,0.10,10287.93,1.27
62.00,0.10,10292.33,1.28
62.10,0.10,10297.30,1.28
62.20,0.10,10300.28,1.29
62.30,0.10,10304.86,1.30
62.40,0.10,10310.02,1.30
62.50,0.10,10314.44,1.31
62.60,0.10,10319.31,1.31
62.70,0.10,10322.34,1.32
62.80,0.10,10326.74,1.32
62.90,0.10,10331.02,1.33
63.00,0.11,10335.65,1.33
63.10,0.11,10341.43,1.34
63.20,0.11,10344.61,1.34
63.30,0.11,10349.07,1.35
63.40,0.11,10353.01,1.35
63.50,0.11,10357.68,1.36
63.60,0.11,10363.27,1.36
63.70,0.11,10367.07,1.37
63.80,0.11,10371.96,1.37
63.90,0.11,10375.81,1.38
64.00,0.11,10379.56,1.38
64.10,0.11,10385.42,1.39
64.20,0.11,10389.37,1.40
64.30,0.11,10394.03,1.40
64.40,0.11,10397.76,1.41
64.50,0.11,10401.71,1.41
64.60,0.11,10406.28,1.42
64.70,0.11,10411.31,1.42
64.80,0.11,10416.43,1.43
64.90,0.11,10418.79,1.43
65.00,0.11,10423.06,1.44
65.10,0.11,10427.89,1.44
65.20,0.11,10432.14,1.45
65.30,0.11,10438.09,1.45
65.40,0.11,10441.79,1.46
65.50,0.11,10444.89,1.46
65.60,0.11,10448.39,1.47
65.70,0.11,10453.06,1.47
65.80,0.11,10458.77,1.48
65.90,0.11,10462.48,1.48
66.00,0.11,10467.00,1.49
66.10,0.11,10470.79,1.50
66.20,0.11,10474.17,1.50
66.30,0.11,10479.64,1.51
66.40,0.11,10484.08,1.51
66.50,0.11,10489.28,1.52
66.60,0.11,10492.36,1.52
66.70,0.11,10496.37,1.53
66.80,0.11,10500.67,1.53
66.90,0.11,10504.06,1.54
67.00,0.11,10509.71,1.54
67.10,0.11,10513.66,1.55
67.20,0.11,10516.81,1.55
67.30,0.11,10521.50,1.56
67.40,0.11,10525.03,1.56
67.50,0.11,10530.57,1.57
67.60,0.11,10534.67,1.57
67.70,0.11,10538.04,1.58
67.80,0.11,10543.08,1.58
67.90,0.11,10546.33,1.59
68.00,0.11,10551.64,1.59
68.10,0.11,10555.42,1.60
68.20,0.11,10559.06,1.61
68.30,0.11,10563.33,1.61
68.40,0.11,10566.75,1.62
68.50,0.11,10572.00,1.62
68.60,0.11,10576.43,1.63
68.70,0.11,10581.21,1.63
68.80,0.11,10585.27,1.64
68.90,0.11,10588.48,1.64
69.00,0.12,10593.14,1.65
69.10,0.12,10597.00,1.65
69.20,0.12,10601.84,1.66
69.30,0.12,10606.72,1.66
69.40,0.12,10609.71,1.67
69.50,0.12,10613.47,1.67
69.60,0.12,10617.12,1.68
69.70,0.12,10622.12,1.68
69.80,0.12,10626.89,1.69
69.90,0.12,10630.99,1.69
70.00,0.12,10634.67,1.70
70.10,0.12,10637.04,1.70
70.20,0.12,10641.97,1.71
70.30,0.12,10646.52,1.71
70.40,0.12,10650.98,1.72
70.50,0.12,10655.42,1.72
70.60,0.12,10658.41,1.73
70.70,0.12,10662.96,1.74
70.80,0.12,10666.61,1.74
70.90,0.12,10671.26,1.75
71.00,0.12,10676.18,1.75
71.10,0.12,10678.77,1.76
71.20,0.12,10683.68,1.76
71.30,0.12,10686.89,1.77
71.40,0.12,10690.90,1.77
71.50,0.12,10696.62,1.78
71.60,0.12,10699.91,1.78
71.70,0.12,10704.23,1.79
71.80,0.12,10707.40,1.79
71.90,0.12,10711.27,1.80
72.00,0.12,10716.38,1.80
72.10,0.12,10720.12,1.81
72.20,0.12,10723.94,1.81
72.30,0.12,10726.52,1.82
72.40,0.12,10730.53,1.82
72.50,0.12,10735.50,1.83
72.60,0.12,10739.93,1.83
72.70,0.12,10744.86,1.84
72.80,0.12,10747.37,1.84
72.90,0.12,10751.09,1.85
73.00,0.12,10755.12,1.85
73.10,0.12,10758.98,1.86
73.20,0.12,10764.68,1.87
73.30,0.12,10767.38,1.87
73.40,0.12,10770.74,1.88
73.50,0.12,10774.87,1.88
73.60,0.12,10778.09,1.89
73.70,0.12,10784.06,1.89
73.80,0.12,10788.10,1.90
73.90,0.12,10792.21,1.90
74.00,0.12,10795.06,1.91
74.10,0.12,10798.11,1.91
74.20,0.12,10803.13,1.92
74.30,0.12,10807.12,1.92
74.40,0.12,10812.26,1.93
74.50,0.12,10814.71,1.93
74.60,0.12,10818.02,1.94
74.70,0.12,10821.86,1.94
74.80,0.12,10826.21,1.95
74.90,0.12,10831.78,1.95
75.00,0.13,10834.96,1.96
75.10,0.13,10838.36,1.96
75.20,0.13,10842.32,1.97
75.30,0.13,10845.63,1.97
75.40,0.13,10851.04,1.98
75.50,0.13,10854.85,1.98
75.60,0.13,10857.88,1.99
75.70,0.13,10861.68,1.99
75.80,0.13,10864.48,2.00
75.90,0.13,10869.20,2.00
76.00,0.13,10872.73,2.01
76.10,0.13,10877.09,2.02
76.20,0.13,10880.18,2.02
76.30,0.13,10883.52,2.03
76.40,0.13,10888.66,2.03
76.50,0.13,10892.29,2.04
76.60,0.13,10896.80,2.04
76.70,0.13,10900.45,2.05
76.80,0.13,10903.87,2.05
76.90,0.13,10908.55,2.06
77.00,0.13,10911.49,2.06
77.10,0.13,10916.31,2.07
77.20,0.13,10920.28,2.07
77.30,0.13,10922.71,2.08
77.40,0.13,10927.33,2.08
77.50,0.13,10930.22,2.09
77.60,0.13,10934.72,2.09
77.70,0.13,10939.32,2.10
77.80,0.13,10942.95,2.10
77.90,0.13,10946.68,2.11
78.00,0.13,10949.36,2.11
78.10,0.13,10953.37,2.12
78.20,0.13,10957.28,2.12
78.30,0.13,10961.25,2.13
78.40,0.13,10965.32,2.13
78.50,0.13,10967.94,2.14
78.60,0.13,10971.89,2.14
78.70,0.13,10975.52,2.15
78.80,0.13,10979.77,2.15
78.90,0.13,10985.02,2.16
79.00,0.13,10987.39,2.16
79.10,0.13,10991.51,2.17
79.20,0.13,10994.55,2.18
79.30,0.13,10998.54,2.18
79.40,0.13,11004.12,2.19
79.50,0.13,11007.33,2.19
79.60,0.13,11011.37,2.20
79.70,0.13,11013.21,2.20
79.80,0.13,11017.26,2.21
79.90,0.13,11021.06,2.21
80.00,0.13,11025.43,2.22
80.10,0.13,11029.50,2.22
80.20,0.13,11031.53,2.23
80.30,0.13,11035.47,2.23
80.40,0.13,11039.04,2.24
80.50,0.13,11043.03,2.24
80.60,0.13,11048.09,2.25
80.70,0.13,11050.69,2.25
80.80,0.13,11053.69,2.26
80.90,0.13,11057.53,2.26
81.00,0.14,11060.73,2.27
81.10,0.14,11066.12,2.27
81.20,0.14,11069.46,2.28
81.30,0.14,11072.74,2.28
81.40,0.14,11075.74,2.29
81.50,0.14,11079.27,2.29
81.60,0.14,11084.10,2.30
81.70,0.14,11087.54,2.30
81.80,0.14,11091.55,2.31
81.90,0.14,11093.92,2.31
82.00,0.14,11097.47,2.32
82.10,0.14,11101.81,2.33
82.20,0.14,11105.25,2.33
82.30,0.14,11109.67,2.34
82.40,0.14,11111.58,2.34
82.50,0.14,11114.41,2.35
82.60,0.14,11119.02,2.35
82.70,0.14,11122.34,2.36
